created_at,text,url,replies,retweets,favorites,user
2017-08-27T13:44:00Z,"With Mexico being one of the highest crime Nations in the world, we must have THE WALL. Mexico will pay for it through reimbursement/other.",https://twitter.com/realDonaldTrump/status/901802524981817344,57063,26868,103530,realDonaldTrump
2017-08-27T13:25:00Z,"Wow - Now experts are calling #Harvey a once in 500 year flood! We have an all out effort going, and going well!",https://twitter.com/realDonaldTrump/status/901797906046439426,17142,13277,63083,realDonaldTrump
2017-08-27T13:15:00Z,"I will also be going to a wonderful state, Missouri, that I won by a lot in '16. Dem C.M. is opposed to big tax cuts. Republican will win S!",https://twitter.com/realDonaldTrump/status/901795255086968833,23079,12488,68465,realDonaldTrump
2017-08-27T12:59:00Z,I will be going to Texas as soon as that trip can be made without causing disruption. The focus must be life and safety.,https://twitter.com/realDonaldTrump/status/901791391130554370,16162,22882,113053,realDonaldTrump
2017-08-27T12:25:00Z,Many people are now saying that this is the worst storm/hurricane they have ever seen. Good news is that we have great talent on the ground.,https://twitter.com/realDonaldTrump/status/901782823522185218,12414,10620,62054,realDonaldTrump
2017-08-27T12:04:00Z,Great coordination between agencies at all levels of government. Continuing rains and flash floods are being dealt with. Thousands rescued.,https://twitter.com/realDonaldTrump/status/901777333513854976,7802,14200,79342,realDonaldTrump
2017-08-27T11:45:00Z,"A great book by a great guy, highly recommended! https://t.co/3jbDDN8YmJ",https://twitter.com/realDonaldTrump/status/901772550405070848,23453,14434,56688,realDonaldTrump
2017-08-26T22:57:00Z,"Wonderful coordination between Federal, State and Local Governments in the Great State of Texas - TEAMWORK! Record setting rainfall.",https://twitter.com/realDonaldTrump/status/901579350662938624,13252,18495,93276,realDonaldTrump
2017-08-26T19:46:00Z,THANK YOU to all of the great volunteers helping out with #HurricaneHarvey relief in Texas! https://t.co/Ds95oSgo8f,https://twitter.com/realDonaldTrump/status/901531320052051971,7210,17016,74071,realDonaldTrump
2017-08-26T11:52:00Z,"Closely monitoring #HurricaneHarvey from Camp David. We are leaving nothing to chance. City, State and Federal Govs. working great together!",https://twitter.com/realDonaldTrump/status/901411986302488576,12657,14562,77949,realDonaldTrump
2017-08-26T11:32:00Z,".@ChuckGrassley - got your message loud and clear. We have fantastic people on the ground, got there long before #Harvey. So far, so good!",https://twitter.com/realDonaldTrump/status/901407059547226112,4605,11076,56336,realDonaldTrump
2017-08-26T11:23:00Z,RT @VP: All Americans in harms way need to be prepared and should continue visiting https://t.co/2H22XpTtPj for critical updates on #Hurric��_,https://twitter.com/realDonaldTrump/status/901404817008021505,3173,6864,31607,realDonaldTrump
2017-08-26T11:22:00Z,RT @EPAScottPruitt: Thoughts and prayers for those in Texas &amp; Louisiana. I am closely monitoring #Harvey developments along with @fema &amp; @E��_,https://twitter.com/realDonaldTrump/status/901404488610787328,1601,4621,22096,realDonaldTrump
2017-08-26T11:21:00Z,You are doing a great job - the world is watching! Be safe. https://t.co/PJLdxy3hD9,https://twitter.com/realDonaldTrump/status/901404330024218624,4294,8809,47733,realDonaldTrump
2017-08-26T11:17:00Z,RT @GovAbbott: To ensure your safety ahead of #Harvey heed warnings from local officials &amp; review important safety information. https://t.c��_,https://twitter.com/realDonaldTrump/status/901403166658498560,564,3679,17047,realDonaldTrump
2017-08-26T04:47:00Z,We will remain fully engaged w/ open lines of communication as #HurricaneHarvey makes landfall. America is w/ you! @GovAbbott @FEMA @DHSgov https://t.co/PryIqRxgLr,https://twitter.com/realDonaldTrump/status/901305065885114368,5732,12107,51742,realDonaldTrump
2017-08-26T02:00:00Z,I am pleased to inform you that I have just granted a full Pardon to 85 year old American patriot Sheriff Joe Arpaio. He kept Arizona safe!,https://twitter.com/realDonaldTrump/status/901263061511794688,81685,35290,148473,realDonaldTrump
2017-08-26T01:46:00Z,"At the request of the Governor of Texas, I have signed the Disaster Proclamation, which unleashes the full force of government help!",https://twitter.com/realDonaldTrump/status/901259509632573440,17854,29350,139787,realDonaldTrump
2017-08-25T22:12:00Z,Storm turned Hurricane is getting much bigger and more powerful than projected. Federal Government is on site and ready to respond. Be safe!,https://twitter.com/realDonaldTrump/status/901205593054162945,14903,20977,103750,realDonaldTrump
2017-08-25T21:12:00Z,"Just arrived at Camp David, where I am monitoring the path and doings of Hurricane Harvey (as it strengthens to a Class 3). 125 MPH winds!",https://twitter.com/realDonaldTrump/status/901190479798312961,13735,11560,66325,realDonaldTrump
2017-08-25T21:03:00Z,"Just arrived at Camp David where I am closely watching the path and doings of Hurricane Harvey, as it strengthens to a Category 3. BE SAFE!",https://twitter.com/realDonaldTrump/status/901188228174184448,6606,10710,61561,realDonaldTrump
2017-08-25T19:18:00Z,I encourage everyone in the path of #HurricaneHarvey to heed the advice &amp; orders of their local and state officials. https://t.co/N6uEWCZUrv,https://twitter.com/realDonaldTrump/status/901161964994539520,8772,12909,52670,realDonaldTrump
2017-08-25T16:02:00Z,"Received a #HurricaneHarvey briefing this morning from Acting @DHSgov Secretary Elaine Duke, @FEMA_Brock, @TomBossert45 and COS John Kelly. https://t.co/cnkRZd6D6Z",https://twitter.com/realDonaldTrump/status/901112569322237952,8274,8520,39449,realDonaldTrump
2017-08-25T15:46:00Z,I have spoken w/ @GovAbbott of Texas and @LouisianaGov Edwards. Closely monitoring #HurricaneHarvey developments &amp; here to assist as needed.,https://twitter.com/realDonaldTrump/status/901108572041433089,7953,12768,59487,realDonaldTrump
2017-08-25T12:25:00Z,Strange statement by Bob Corker considering that he is constantly asking me whether or not he should run again in '18. Tennessee not happy!,https://twitter.com/realDonaldTrump/status/901057864516734978,19861,14371,62683,realDonaldTrump
2017-08-25T11:32:00Z,"Nick Adams, ""Retaking America""  ""Best things of this presidency aren't reported about. Convinced this will be perhaps best presidency ever.""",https://twitter.com/realDonaldTrump/status/901044579750825985,23662,15741,70222,realDonaldTrump
2017-08-25T10:44:00Z,"Few, if any, Administrations have done more in just 7 months than the Trump A. Bills passed, regulations killed, border, military, ISIS, SC!",https://twitter.com/realDonaldTrump/status/901032475111116800,34911,15900,72957,realDonaldTrump
2017-08-25T10:40:00Z,General John Kelly is doing a fantastic job as Chief of Staff. There is tremendous spirit and talent in the W.H. Don't believe the Fake News,https://twitter.com/realDonaldTrump/status/901031532164468736,15658,18471,86442,realDonaldTrump
2017-08-25T10:33:00Z,"If Senate Republicans don't get rid of the Filibuster Rule and go to a 51% majority, few bills will be passed. 8 Dems control the Senate!",https://twitter.com/realDonaldTrump/status/901029770401546243,17966,17713,68273,realDonaldTrump
2017-08-25T10:25:00Z,RT @EricTrump: Honored to speak at the RNC Summer Meeting in Nashville Tennessee this evening! @GOP #MAGA @GOPChairwoman _���_���_���_���_���_��� https://t.c��_,https://twitter.com/realDonaldTrump/status/901027651216969728,3434,5648,28669,realDonaldTrump
2017-08-25T03:23:00Z,RT @GregAbbott_TX: Spoke with Pres. Trump &amp; heads of Homeland Security &amp; FEMA. They're helping Texas respond to #HurricaneHarvey. https://t��_,https://twitter.com/realDonaldTrump/status/900921565868687360,3486,10224,37536,realDonaldTrump
2017-08-25T00:21:00Z,A GREAT HONOR to spend time with our BRAVE HEROES at the @USMC Air Station Yuma. THANK YOU for your service to the United States of America! https://t.co/4lJ94nxODu,https://twitter.com/realDonaldTrump/status/900875799292776448,7069,12377,61076,realDonaldTrump
2017-08-24T19:31:00Z,"As #HurricaneHarvey intensifies - remember to #PlanAhead. ��ԕ��https://t.co/FMdmvohypy��ԕ��https://t.co/YL56ldeqoW ��ԕ��https://t.co/t1s4AL3B47 https://t.co/tpXmOK70ug",https://twitter.com/realDonaldTrump/status/900802642779267077,11023,15483,55690,realDonaldTrump
2017-08-24T17:13:00Z,"On Tuesday, I visited with the incredible men &amp; women of @ICEgov &amp; @DHSgov Border Patrol in Yuma, AZ. Thank you. We respect &amp; cherish you! https://t.co/KSQddGqWzJ",https://twitter.com/realDonaldTrump/status/900768072503623680,6557,12598,57231,realDonaldTrump
2017-08-24T13:42:00Z,"The only problem I have with Mitch McConnell is that, after hearing Repeal &amp; Replace for 7 years, he failed!That should NEVER have happened!",https://twitter.com/realDonaldTrump/status/900714982823821313,34358,25283,106891,realDonaldTrump
2017-08-24T13:15:00Z,"James Clapper, who famously got caught lying to Congress, is now an authority on Donald Trump. Will he show you his beautiful letter to me?",https://twitter.com/realDonaldTrump/status/900708110330978304,23669,22437,77238,realDonaldTrump
2017-08-24T13:15:00Z,"..(enthusiastic, dynamic and fun) and the American Legion - V.A. (respectful and strong). Too bad the Dems have no one who can change tones!",https://twitter.com/realDonaldTrump/status/900708017909506048,11768,10936,54934,realDonaldTrump
2017-08-24T13:07:00Z,"The Fake News is now complaining about my different types of back to back speeches. Well, there was Afghanistan (somber), the big Rally.....",https://twitter.com/realDonaldTrump/status/900706146943717377,16039,14813,69610,realDonaldTrump
2017-08-24T12:33:00Z,RT @JerryTravone: @realDonaldTrump  https://t.co/6XJxEg1gSs,https://twitter.com/realDonaldTrump/status/900697580946034688,26225,26911,73253,realDonaldTrump
2017-08-24T12:25:00Z,...didn't do it so now we have a big deal with Dems holding them up (as usual) on Debt Ceiling approval. Could have been so easy-now a mess!,https://twitter.com/realDonaldTrump/status/900695448465399809,13777,13534,62171,realDonaldTrump
2017-08-24T12:19:00Z,I requested that Mitch M &amp; Paul R tie the Debt Ceiling legislation into the popular V.A. Bill (which just passed) for easy approval. They...,https://twitter.com/realDonaldTrump/status/900694112940290049,7835,18085,65421,realDonaldTrump
2017-08-24T00:52:00Z,"Donald E. Ballard, on behalf of the people of the United States, THANK YOU for your courageous service. YOU INSPIRE US ALL! #ALConv2017 https://t.co/46m20cJkLB",https://twitter.com/realDonaldTrump/status/900521251768213505,7821,12661,59282,realDonaldTrump
2017-08-23T22:41:00Z,"A great honor to sign the Veterans Appeals Improvement &amp; Modernization Act into law w/ @AmericanLegion @SecShulkin._�_�https://t.co/fr2sf9oRvd https://t.co/bICsRm1tQx",https://twitter.com/realDonaldTrump/status/900488148194516992,5835,11140,49276,realDonaldTrump
2017-08-23T19:10:00Z,"As long as we have faith in each other and confidence in our values, then there is no challenge too great for us to conquer! #ALConv2017 https://t.co/tsIAgHbFM7",https://twitter.com/realDonaldTrump/status/900435023517499392,19162,17266,72691,realDonaldTrump
2017-08-23T13:50:00Z,"If Republican Senate doesn't get rid of the Filibuster Rule &amp; go to a simple majority, which the Dems would do, they are just wasting time!",https://twitter.com/realDonaldTrump/status/900354657133801474,23690,19992,80667,realDonaldTrump
2017-08-23T13:40:00Z,Last night in Phoenix I read the things from my statements on Charlottesville that the Fake News Media didn't cover fairly. People got it!,https://twitter.com/realDonaldTrump/status/900352052068401154,37800,19605,90462,realDonaldTrump
2017-08-23T13:20:00Z,"Phoenix crowd last night was amazing - a packed house. I love the Great State of Arizona. Not a fan of Jeff Flake, weak on crime &amp; border!",https://twitter.com/realDonaldTrump/status/900346953120141312,25059,20101,95767,realDonaldTrump
2017-08-23T07:01:00Z,MAKE AMERICA GREAT AGAIN! https://t.co/RzePiucV3h,https://twitter.com/realDonaldTrump/status/900251514324647936,17976,16125,68306,realDonaldTrump
2017-08-23T06:00:00Z,#DrainTheSwamp #PhoenixRally https://t.co/o7S6xoCBiC,https://twitter.com/realDonaldTrump/status/900236323893673984,8875,11178,51495,realDonaldTrump
2017-08-23T05:32:00Z,"Not only does the media give a platform to hate groups, but the media turns a blind eye to the gang violence on our streets! https://t.co/Mau0B1qYIP",https://twitter.com/realDonaldTrump/status/900229323801735168,23247,27743,97898,realDonaldTrump
2017-08-23T05:18:00Z,"Thank you Arizona. Beautiful turnout of 15,000 in Phoenix tonight! Full coverage of rally via my Facebook at: https://t.co/s0D12EFs40 https://t.co/WT4D9Vsen1",https://twitter.com/realDonaldTrump/status/900225712522657792,15792,13212,57937,realDonaldTrump
2017-08-23T00:20:00Z,"THANK YOU to all of the great men and women at the U.S. Customs and Border Protection facility in Yuma, Arizona &amp; around the United States! https://t.co/tjFx8XjhDz",https://twitter.com/realDonaldTrump/status/900150814081036288,9205,20361,90665,realDonaldTrump
2017-08-22T23:12:00Z,"We will push onward to victory w/hope in our hearts, courage in our souls &amp; everlasting pride in each &amp; every one of you. God Bless America. https://t.co/44QYFSq07a",https://twitter.com/realDonaldTrump/status/900133498723237888,9474,16617,70490,realDonaldTrump
2017-08-22T20:03:00Z,"See you at 7:00 P.M. tonight Phoenix, Arizona! #MAGA_���_���Tickets: https://t.co/2kUQfKqbsx https://t.co/1w3LVkpESE",https://twitter.com/realDonaldTrump/status/900086092107571200,12180,8738,42284,realDonaldTrump
2017-08-22T19:15:00Z,"We pray for our fallen heroes who died while serving our country in the @USNavy aboard the  #USSJohnSMcCain, and their families. https://t.co/t3kD8qj9Mt",https://twitter.com/realDonaldTrump/status/900074005205528578,6157,16276,71197,realDonaldTrump
2017-08-22T10:46:00Z,"Was with great people last night in Fort Myer, Virginia. The future of our country is strong!",https://twitter.com/realDonaldTrump/status/899945866991206400,16260,15363,90569,realDonaldTrump
2017-08-22T03:50:00Z,"Address to the NationFull Video &amp; Transcript:https://t.co/FELdImTuUM https://t.co/6ly3fNatiX",https://twitter.com/realDonaldTrump/status/899841094761848832,10648,13790,54412,realDonaldTrump
2017-08-22T03:20:00Z,"Thank you to the men and women of Fort Myer, and every member of the U.S. Military at home and abroad. #USA_���_��� https://t.co/ticezYKkhz",https://twitter.com/realDonaldTrump/status/899833714363949056,7307,15244,74789,realDonaldTrump
2017-08-22T03:01:00Z,RT @marcorubio: Good #AfghanStrategy &amp; excellent speech by @POTUS laying it out to the nation.,https://twitter.com/realDonaldTrump/status/899828842075967489,10005,8124,42347,realDonaldTrump
2017-08-22T01:00:00Z,"Join me live from Fort Myer in Arlington, Virginia. �_����https://t.co/LOV4StdJDj",https://twitter.com/realDonaldTrump/status/899798313997926401,10385,6163,42502,realDonaldTrump
2017-08-21T13:32:00Z,"Thank you, the very dishonest Fake News Media is out of control! https://t.co/8J7y900VGK",https://twitter.com/realDonaldTrump/status/899625157421039616,34793,20590,86565,realDonaldTrump
2017-08-21T13:27:00Z,Jerry Falwell of Liberty University was fantastic on @foxandfriends. The Fake News should listen to what he had to say. Thanks Jerry!,https://twitter.com/realDonaldTrump/status/899623926082535425,20114,15934,76023,realDonaldTrump
2017-08-21T03:01:00Z,Thoughts &amp; prayers are w/ our @USNavy sailors aboard the #USSJohnSMcCain where search &amp; rescue efforts are underway. https://t.co/DQU0zTRXNU,https://twitter.com/realDonaldTrump/status/899466340238491648,13287,20934,85984,realDonaldTrump
2017-08-20T23:22:00Z,Heading back to Washington after working hard and watching some of the worst and most dishonest Fake News reporting I have ever seen!,https://twitter.com/realDonaldTrump/status/899411254061694979,58514,28678,129582,realDonaldTrump
2017-08-19T20:41:00Z,I want to applaud the many protestors in Boston who are speaking out against bigotry and hate. Our country will soon come together as one!,https://twitter.com/realDonaldTrump/status/899008521726861312,51976,32848,157348,realDonaldTrump
2017-08-19T20:41:00Z,"Our great country has been divided for decades. Sometimes you need protest in order to heal, &amp; we will heal, &amp; be stronger than ever before!",https://twitter.com/realDonaldTrump/status/899008381226299392,36264,28830,141690,realDonaldTrump
2017-08-19T19:29:00Z,Great job by all law enforcement officers and Boston Mayor @Marty_Walsh.,https://twitter.com/realDonaldTrump/status/898990321387925504,8659,15091,82939,realDonaldTrump
2017-08-19T19:22:00Z,Looks like many anti-police agitators in Boston. Police are looking tough and smart! Thank you.,https://twitter.com/realDonaldTrump/status/898988632551370753,35600,25397,123588,realDonaldTrump
2017-08-19T17:47:00Z,Steve Bannon will be a tough and smart new voice at @BreitbartNews...maybe even better than ever before. Fake News needs the competition!,https://twitter.com/realDonaldTrump/status/898964640817983488,26588,28157,105886,realDonaldTrump
2017-08-19T11:47:00Z,"Important day spent at Camp David with our very talented Generals and military leaders. Many decisions made, including on Afghanistan.",https://twitter.com/realDonaldTrump/status/898874064722427904,15802,16055,85515,realDonaldTrump
2017-08-19T11:33:00Z,I want to thank Steve Bannon for his service. He came to the campaign during my run against Crooked Hillary Clinton - it was great! Thanks S,https://twitter.com/realDonaldTrump/status/898870621584596993,30602,25228,118341,realDonaldTrump
2017-08-19T04:59:00Z,"My thoughts and prayers are with the @KissimmeePolice and their loved ones. We are with you!#LESM",https://twitter.com/realDonaldTrump/status/898771262453026816,7859,21544,94472,realDonaldTrump
2017-08-19T01:30:00Z,"Today, I signed the Global War on Terrorism War Memorial Act (#HR873.) The bill authorizes....cont�_����https://t.co/c3zIkdtowc https://t.co/re6n0MS0cj",https://twitter.com/realDonaldTrump/status/898718902200418306,12090,14833,62795,realDonaldTrump
2017-08-18T23:17:00Z,"Just returned to Bedminster, NJ from Camp David. GREAT meeting on National Security, the Border and the Military! #MAGA_���_��� https://t.co/Hjmcnnse9j",https://twitter.com/realDonaldTrump/status/898685249726578688,15274,13859,69780,realDonaldTrump
2017-08-18T15:28:00Z,I have directed that U.S. Cyber Command be elevated to the status of a Unified Combatant Command focused on....cont: https://t.co/3iScfuMw9s,https://twitter.com/realDonaldTrump/status/898567378988015616,12305,14196,57511,realDonaldTrump
2017-08-18T15:27:00Z,"RT @hughhewitt: @realDonaldTrump I spoke to a group of influential CA GOPers tonight, long time activists, bundlers, influencers. Support f��_",https://twitter.com/realDonaldTrump/status/898567142466928640,7537,12210,39215,realDonaldTrump
2017-08-18T15:27:00Z,RT @hughhewitt: #NeverTrumpers elite MSMers and virtue signalers are persuading themselves that @realDonaldTrump supporters are deserting.��_,https://twitter.com/realDonaldTrump/status/898567122665611268,5353,10311,32714,realDonaldTrump
2017-08-18T14:09:00Z,"Heading to Camp David for major meeting on National Security, the Border and the Military (which we are rapidly building to strongest ever).",https://twitter.com/realDonaldTrump/status/898547379451740160,18349,16030,87459,realDonaldTrump
2017-08-18T13:06:00Z,Radical Islamic Terrorism must be stopped by whatever means necessary! The courts must give us back our protective rights. Have to be tough!,https://twitter.com/realDonaldTrump/status/898531481185689600,35447,37475,143816,realDonaldTrump
2017-08-18T12:55:00Z,The Obstructionist Democrats make Security for our country very difficult. They use the courts and associated delay at all times. Must stop!,https://twitter.com/realDonaldTrump/status/898528795308642304,27247,23351,98223,realDonaldTrump
2017-08-18T12:31:00Z,Homeland Security and law enforcement are on alert &amp; closely watching for any sign of trouble. Our borders are far tougher than ever before!,https://twitter.com/realDonaldTrump/status/898522732672933890,20122,22566,111890,realDonaldTrump
2017-08-17T18:45:00Z,Study what General Pershing of the United States did to terrorists when caught. There was no more Radical Islamic Terror for 35 years!,https://twitter.com/realDonaldTrump/status/898254409511129088,71952,30296,109481,realDonaldTrump
2017-08-17T18:00:00Z,"The United States condemns the terror attack in Barcelona, Spain, and will do whatever is necessary to help. Be tough &amp; strong, we love you!",https://twitter.com/realDonaldTrump/status/898243270169563136,40413,65515,220606,realDonaldTrump
2017-08-17T13:21:00Z,"...the beauty that is being taken out of our cities, towns and parks will be greatly missed and never able to be comparably replaced!",https://twitter.com/realDonaldTrump/status/898172999945392131,53981,27011,112789,realDonaldTrump
2017-08-17T13:15:00Z,"...can't change history, but you can learn from it. Robert E Lee, Stonewall Jackson - who's next, Washington, Jefferson? So foolish! Also...",https://twitter.com/realDonaldTrump/status/898171544236687361,41881,34034,136027,realDonaldTrump
2017-08-17T13:07:00Z,Sad to see the history and culture of our great country being ripped apart with the removal of our beautiful statues and monuments. You.....,https://twitter.com/realDonaldTrump/status/898169407213645824,46624,34169,134037,realDonaldTrump
2017-08-17T12:59:00Z,Many meetings today in Bedminster including with Secretary Linda M and Small Business. Job numbers are looking great!,https://twitter.com/realDonaldTrump/status/898167282727366656,10614,11800,66280,realDonaldTrump
2017-08-17T10:56:00Z,"Great to see that Dr. Kelli Ward is running against Flake Jeff Flake, who is WEAK on borders, crime and a non-factor in Senate. He's toxic!",https://twitter.com/realDonaldTrump/status/898136462385979392,23612,23885,86119,realDonaldTrump
2017-08-17T10:32:00Z,"The public is learning (even more so) how dishonest the Fake News is. They totally misrepresent what I say about hate, bigotry etc. Shame!",https://twitter.com/realDonaldTrump/status/898130328916824064,51564,32952,128405,realDonaldTrump
2017-08-17T10:24:00Z,...and people like Ms. Heyer. Such a disgusting lie. He just can't forget his election trouncing.The people of South Carolina will remember!,https://twitter.com/realDonaldTrump/status/898128290698989568,12804,15211,71016,realDonaldTrump
2017-08-17T10:19:00Z,"Publicity seeking Lindsey Graham falsely stated that I said there is moral equivalency between the KKK, neo-Nazis &amp; white supremacists......",https://twitter.com/realDonaldTrump/status/898127175525728256,22021,20051,80441,realDonaldTrump
2017-08-17T02:55:00Z,THANK YOU @MayorGimenez for following the RULE OF LAW! Sanctuary cities make our country LESS SAFE! Full remarks: https://t.co/Kz2EsQ3f1v https://t.co/vD3BB3hyti,https://twitter.com/realDonaldTrump/status/898015350914138112,11637,15650,64106,realDonaldTrump
2017-08-17T00:11:00Z,"Join me at 7:00 P.M. on Tuesday, August 22nd in Phoenix, Arizona at the Phoenix Convention Center! Tickets at: https://t.co/2kUQfKqbsx https://t.co/5ua74dlVtq",https://twitter.com/realDonaldTrump/status/897974118959783937,26351,13825,50650,realDonaldTrump
2017-08-16T21:35:00Z,"Today in Bedminster I signed the Harry W. Colmery Veterans Educational Assistance Act of 2017, joined by @DeptVetAffairs @SecShulkin. https://t.co/oMUIZ8X7oB",https://twitter.com/realDonaldTrump/status/897934811909636096,10425,13717,58294,realDonaldTrump
2017-08-16T19:49:00Z,"Just landed in Bedminster, New Jersey. #MAGA _�_�https://t.co/6EQfmRzrnv",https://twitter.com/realDonaldTrump/status/897908198098706433,17141,6378,44307,realDonaldTrump
2017-08-16T17:50:00Z,"RT @JacobAWohl: @realDonaldTrump President Trump alone has succeeded in bringing the Stock Market, Small Business Index and Consumer Comfor��_",https://twitter.com/realDonaldTrump/status/897878175308546048,15444,12452,46328,realDonaldTrump
2017-08-16T17:14:00Z,"Rather than putting pressure on the businesspeople of the Manufacturing Council &amp; Strategy &amp; Policy Forum, I am ending both. Thank you all!",https://twitter.com/realDonaldTrump/status/897869174323728385,63137,20075,86973,realDonaldTrump
2017-08-16T14:58:00Z,"Memorial service today for beautiful and incredible Heather Heyer, a truly special young woman. She will be long remembered by all!",https://twitter.com/realDonaldTrump/status/897834894822342656,35334,17730,96131,realDonaldTrump
2017-08-16T14:51:00Z,"Wow, Senator Luther Strange picked up a lot of additional support since my endorsement. Now in September runoff. Strong on Wall &amp; Crime!",https://twitter.com/realDonaldTrump/status/897833223501344769,11943,9954,57652,realDonaldTrump
2017-08-16T12:39:00Z,MAKE AMERICA GREAT AGAIN!,https://twitter.com/realDonaldTrump/status/897799882802704385,58424,52362,171713,realDonaldTrump
2017-08-16T11:39:00Z,Kim Jong Un of North Korea made a very wise and well reasoned decision. The alternative would have been both catastrophic and unacceptable!,https://twitter.com/realDonaldTrump/status/897784898865553409,20595,27157,118349,realDonaldTrump
2017-08-16T11:32:00Z,"RT @FoxNews: .@POTUS: ""Our infrastructure will again be the best in the world. We used to have the greatest infrastructure anywhere in the��_",https://twitter.com/realDonaldTrump/status/897783159038910466,5410,8354,36123,realDonaldTrump
2017-08-16T11:32:00Z,RT @jessebwatters: Thanks for watching!! https://t.co/QEjLzzGjDk,https://twitter.com/realDonaldTrump/status/897783045666766850,1803,5130,25505,realDonaldTrump
2017-08-16T11:31:00Z,Congratulations John! https://t.co/vhmv7Qoutk,https://twitter.com/realDonaldTrump/status/897782776468000768,2677,7282,37725,realDonaldTrump
2017-08-16T11:24:00Z,"RT @Harlan: Watching MSM you would have no idea @realDonaldTrump clearly, unambiguously &amp; repeatedly condemned the bigotry &amp; violence in Ch��_",https://twitter.com/realDonaldTrump/status/897781122658177024,6688,14538,40043,realDonaldTrump
2017-08-16T10:18:00Z,Congratulation to Roy Moore and Luther Strange for being the final two and heading into a September runoff in Alabama. Exciting race!,https://twitter.com/realDonaldTrump/status/897764432369070080,7054,8959,51948,realDonaldTrump
2017-08-16T10:12:00Z,"Amazon is doing great damage to tax paying retailers. Towns, cities and states throughout the U.S. are being hurt - many jobs being lost!",https://twitter.com/realDonaldTrump/status/897763049226084352,29185,18153,70218,realDonaldTrump
2017-08-15T15:21:00Z,"For every CEO that drops out of the Manufacturing Council, I have many to take their place. Grandstanders should not have gone on. JOBS!",https://twitter.com/realDonaldTrump/status/897478270442143744,65398,25187,110741,realDonaldTrump
2017-08-15T12:08:00Z,"Big day in Alabama. Vote for Luther Strange, he will be great!",https://twitter.com/realDonaldTrump/status/897429670278385664,15350,11356,60719,realDonaldTrump
2017-08-15T10:55:00Z,RT @foxandfriends: FOX NEWS EXCLUSIVE: President Trump 'seriously considering' a pardon for ex-Sheriff Joe Arpaio https://t.co/Rgw8l7i9Xl,https://twitter.com/realDonaldTrump/status/897411536460886016,10424,8971,35332,realDonaldTrump
2017-08-15T10:54:00Z,"@foxandfriends According to report just out, President Obama knew about Russian interference 3 years ago but he didn't want to anger Russia!",https://twitter.com/realDonaldTrump/status/897411177583702016,7886,7442,17410,realDonaldTrump
2017-08-15T10:30:00Z,"Senator Luther Strange, who is doing a great job for the people of Alabama, will be on @foxandfriends at 7:15. Tough on crime, borders etc.",https://twitter.com/realDonaldTrump/status/897405235924275200,8459,7968,47636,realDonaldTrump
2017-08-15T03:11:00Z,"RT @JackPosobiec: Meanwhile: 39 shootings in Chicago this weekend, 9 deaths. No national media outrage. Why is that? https://t.co/9Crutnnrp8",https://twitter.com/realDonaldTrump/status/897294623000985601,14067,27184,53366,realDonaldTrump
2017-08-15T03:06:00Z,"Feels good to be home after seven months, but the White House is very special, there is no place like it... and the U.S. is really my home!",https://twitter.com/realDonaldTrump/status/897293484884979712,40735,20559,121411,realDonaldTrump
2017-08-15T02:38:00Z,"RT @foxandfriends: Sec. Mattis: If North Korea fires missile at US, it's 'game on' https://t.co/CfPL9u2I2G",https://twitter.com/realDonaldTrump/status/897286242886463489,4161,9412,33971,realDonaldTrump
2017-08-14T22:31:00Z,"RT @FiIibuster: @realDonaldTrump We have a President that is putting the security and prosperity of America first. Thank you, President Tru��_",https://twitter.com/realDonaldTrump/status/897224082625880064,10326,15525,55407,realDonaldTrump
2017-08-14T22:29:00Z,Made additional remarks on Charlottesville and realize once again that the #Fake News Media will never be satisfied...truly bad people!,https://twitter.com/realDonaldTrump/status/897223558073602049,79496,33768,128001,realDonaldTrump
2017-08-14T22:22:00Z,Leaving for New York City and meetings on military purchases and trade.,https://twitter.com/realDonaldTrump/status/897221868784168960,10694,9365,62948,realDonaldTrump
2017-08-14T22:17:00Z,"Big day in Washington, D.C., even though White House &amp; Oval Office are being renovated. Great trade deals coming for American workers!",https://twitter.com/realDonaldTrump/status/897220584211439616,8487,12730,70261,realDonaldTrump
2017-08-14T22:09:00Z,.@Merck Pharma is a leader in higher &amp; higher drug prices while at the same time taking jobs out of the U.S. Bring jobs back &amp; LOWER PRICES!,https://twitter.com/realDonaldTrump/status/897218560937922564,14318,14445,65495,realDonaldTrump
2017-08-14T12:54:00Z,"Now that Ken Frazier of Merck Pharma has resigned from President's Manufacturing Council,he will have more time to LOWER RIPOFF DRUG PRICES!",https://twitter.com/realDonaldTrump/status/897079051277537280,53362,22526,94165,realDonaldTrump
2017-08-14T10:54:00Z,The Obstructionist Democrats have given us (or not fixed) some of the worst trade deals in World History. I am changing that fast!,https://twitter.com/realDonaldTrump/status/897048688639574016,31444,20423,97053,realDonaldTrump
2017-08-14T10:38:00Z,"Luther Strange of the Great State of Alabama has my endorsement. He is strong on Border &amp; Wall, the military, tax cuts &amp; law enforcement.",https://twitter.com/realDonaldTrump/status/897044700124909569,12742,11442,60007,realDonaldTrump
2017-08-14T10:26:00Z,Heading to Washington this morning. Much work to do. Focus on trade and military. #MAGA,https://twitter.com/realDonaldTrump/status/897041646659014657,18195,12303,69141,realDonaldTrump
